,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
6479,154,Christmas Avenue,Christian,Birch,51,Head,Single,Male,Airline pilot,None,Christian
6480,155,Christmas Avenue,Alexandra,Herbert,23,Head,Single,F,Unemployed,None,Catholic
6481,155,Christmas Avenue,Thomas,Baldwin,64,None,Single,M,Naval architect,None,Christian
6482,155,Christmas Avenue,Iain,Price,55,None,Single,Male,Occupational psychologist,None,Catholic
6483,156,Christmas Avenue,Christine,Davidson,73,Head,Widowed,Female,Retired Theatre stage manager,None,None
6484,157,Christmas Avenue,Katie,Rowe,67,Head,Divorced,Female,Unemployed,None,Christian
6485,1,Owen Garden,Valerie,Kelly,61,Head,Divorced,Female,Unemployed,None,None
6486,1,Owen Garden,Stephen,Kelly,26,Son,Single,Male,"Therapist, music",None,None
6487,1,Owen Garden,Amanda,Kelly,22,Daughter,Divorced,Female,University Student,None,None
6488,1,Owen Garden,Paula,Kelly,16,Daughter,NA,Female,Student,None,NA
6489,2,Owen Garden,Jemma,Price,33,Head,Married,Female,"Production designer, theatre/television/film",None,Catholic
6490,2,Owen Garden,Charlie,Price,35,Husband,Married,Male,"Nurse, children's",None,None
6491,2,Owen Garden,Donna,Price,2,Daughter,NA,Female,Child,None,NA
6492,3,Owen Garden,Gavin,Whitehead,70,Head,Married,Male,Retired Theatre director,None,Catholic
6493,3,Owen Garden,Jenna,Whitehead,69,Wife,Married,Female,Retired Haematologist,None,Catholic
6494,3,Owen Garden,Sam,Whitehead,45,Son,Divorced,Male,"Conservation officer, nature",None,None
6495,3,Owen Garden,Geoffrey,Whitehead,44,Son,Single,Male,Marketing executive,None,None
6496,4,Owen Garden,Naomi,Foster,48,Head,Married,Female,"Teacher, English as a foreign language",None,Catholic
6497,4,Owen Garden,Josh,Foster,48,Husband,Married,Male,Management consultant,None,Catholic
6498,4,Owen Garden,Amy,Foster,11,Daughter,NA,Female,Student,None,NA
6499,4,Owen Garden,Katherine,Foster,7,Daughter,NA,Female,Student,None,NA
6500,5,Owen Garden,Hollie,Howard,54,Head,Divorced,Female,Nutritional therapist,None,Methodist
6501,5,Owen Garden,Emma,Howard,11,Daughter,NA,Female,Student,None,NA
6502,5,Owen Garden,Kerry,Howard,7,Daughter,NA,Female,Student,None,NA
6503,5,Owen Garden,Jack,Howard,6,Son,NA,Male,Student,None,NA
6504,6,Owen Garden,Julie,Knight,40,Head,Single,Female,Adult nurse,None,None
6505,6,Owen Garden,Sam,Coles,42,Partner,Single,Male,Chief Technology Officer,None,None
6506,6,Owen Garden,Chelsea,Knight,12,Daughter,NA,Female,Student,None,NA
6507,6,Owen Garden,Maurice,Davies,36,Lodger,Single,Male,Financial planner,None,None
6508,7,Owen Garden,Gillian,Lewis,20,Head,Single,Female,"Nurse, mental health",None,None
6509,7,Owen Garden,Oliver,Tomlinson,22,None,Single,Male,University Student,None,None
6510,8,Owen Garden,Maria,Finch,43,Head,Single,Female,Art therapist,None,Methodist
6511,8,Owen Garden,Dylan,Finch,10,Son,NA,Male,Student,None,NA
6512,8,Owen Garden,Keith,Finch,2,Son,NA,Male,Child,None,NA
6513,8,Owen Garden,Callum,Greenwood,55,Lodger,Single,Male,Energy manager,None,Christian
6514,9,Owen Garden,Rosemary,Wall,56,Head,Married,Female,Psychiatric nurse,None,Christian
6515,9,Owen Garden,Karl,Wall,63,Husband,Married,Male,Actuary,None,None
6516,9,Owen Garden,Leah,Wall,21,Daughter,Single,Female,University Student,None,Christian
6517,9,Owen Garden,Leigh,Mason-Wall,18,Son,Single,Male,Student,None,Christian
6518,10,Owen Garden,Eileen,Dawson,50,Head,Married,Female,Leisure centre manager,None,None
6519,10,Owen Garden,Cameron,Dawson,46,Husband,Married,Male,Unemployed,None,None
6520,10,Owen Garden,Sian,Dawson,26,Daughter,Single,Female,"Education officer, environmental",None,None
6521,10,Owen Garden,Andrea,Dawson,26,Daughter,Single,Female,Curator,None,None
6522,10,Owen Garden,Timothy,Dawson,23,Son,Single,Male,"Loss adjuster, chartered",None,None
6523,10,Owen Garden,Chloe,Dawson,19,Daughter,Divorced,Female,University Student,None,None
6524,11,Owen Garden,Jacqueline,Gould,32,Head,Single,F,Site engineer,None,None
6525,11,Owen Garden,Rita,Saunders,43,None,Single,Female,Tour manager,None,None
6526,11,Owen Garden,Christian,Sanderson,46,None,S,Male,Research scientist (physical sciences),None,None
6527,11,Owen Garden,Andrea,Smith,57,None,Single,Female,Charity officer,None,Christian
6528,12,Owen Garden,Louise,Smith,42,Head,Divorced,Female,Production manager,None,None
6529,12,Owen Garden,Jay,Smith,20,Son,Divorced,Male,University Student,None,None
6530,12,Owen Garden,Elizabeth,Smith,15,Daughter,NA,Female,Student,None,NA
6531,13,Owen Garden,Derek,Adams,54,Head,Married,Male,Theatre manager,None,Methodist
6532,13,Owen Garden,Christine,Adams,50,Wife,Married,Female,Interior and spatial designer,None,None
6533,13,Owen Garden,Toby,Parkin,26,Son,Single,Male,Theatre stage manager,None,Methodist
6534,13,Owen Garden,Antony,Parkin,12,Son,NA,Male,Student,None,NA
6535,14,Owen Garden,Sarah,Gibbs,52,Head,Married,Female,Charity officer,None,Christian
6536,14,Owen Garden,Leonard,Gibbs-Mann,52,Husband,Married,Male,Theme park manager,None,None
6537,14,Owen Garden,Barry,Gibbs-Mann,27,Son,Single,Male,Electrical engineer,None,None
6538,14,Owen Garden,Guy,Gibbs-Mann,23,Son,Single,Male,Arts development officer,None,None
6539,1,Whittaker Manor,Kate,Kaur,38,Head,Married,Female,Volunteer coordinator,None,Catholic
6540,1,Whittaker Manor,Clifford,Kaur,44,Husband,Married,Male,Operations geologist,None,None
6541,1,Whittaker Manor,Nathan,Kaur,13,Son,NA,Male,Student,None,NA
6542,1,Whittaker Manor,Terence,Kaur,10,Son,NA,Male,Student,None,NA
6543,1,Whittaker Manor,Jason,Kaur,7,Son,NA,Male,Student,None,NA
6544,2,Whittaker Manor,Christine,Gill,32,Head,Married,Female,"Engineer, manufacturing systems",None,None
6545,2,Whittaker Manor,Colin,Gill,32,Husband,Married,Male,Unemployed,None,None
6546,2,Whittaker Manor,Andrea,Gill,2,Daughter,NA,Female,Child,None,NA
6547,2,Whittaker Manor,Jay,Storey,33,Lodger,Divorced,Male,Health service manager,None,None
6548,2,Whittaker Manor,Darren,Bradley,47,Cousin,Widowed,Male,Geophysicist/field seismologist,None,None
6549,2,Whittaker Manor,Antony,Hughes,51,Lodger,Single,Male,Surgeon,None,Christian
6550,3,Whittaker Manor,Olivia,Davies,36,Head,Divorced,Female,Magazine features editor,None,None
6551,3,Whittaker Manor,Rachael,Davies,19,Daughter,Single,Female,University Student,None,None
6552,3,Whittaker Manor,Billy,Davies,16,Son,NA,Male,Student,None,NA
6553,4,Whittaker Manor,Sara,Henry,47,Head,Married,Female,Equality and diversity officer,Unknown Infection,None
6554,4,Whittaker Manor,Marc,Henry,47,Husband,Married,Male,"Embryologist, clinical",None,None
6555,4,Whittaker Manor,Timothy,Henry,26,Son,Divorced,Male,Clinical research associate,None,None
6556,4,Whittaker Manor,Marilyn,Henry,1,Daughter,NA,Female,Child,None,NA
6557,5,Whittaker Manor,Helen,Woodward,32,Head,Married,Female,Accommodation manager,None,None
6558,5,Whittaker Manor,Mohammad,Woodward,32,Husband,Married,Male,Soil scientist,None,None
6559,5,Whittaker Manor,Paige,Woodward,2,Daughter,NA,Female,Child,None,NA
6560,5,Whittaker Manor,Patricia,Woodward,0,Daughter,NA,Female,Child,None,NA
6561,6,Whittaker Manor,Francesca,Taylor,41,Head,Married,Female,"Development worker, international aid",None,Christian
6562,6,Whittaker Manor,Abdul,Taylor,40,Husband,Married,Male,Child psychotherapist,None,Christian
6563,6,Whittaker Manor,Abbie,Knight,8,Daughter,NA,Female,Student,None,NA
6564,6,Whittaker Manor,Mohamed,Knight,4,Son,NA,Male,Child,None,NA
6565,7,Whittaker Manor,Marie,Thomas,49,Head,Married,Female,Recruitment consultant,None,Catholic
6566,7,Whittaker Manor,Arthur,Thomas,48,Husband,Married,Male,"Engineer, civil (contracting)",Blind,None
6567,7,Whittaker Manor,Anna,Thomas,20,Daughter,Single,Female,University Student,None,Catholic
6568,7,Whittaker Manor,Owen,Thomas,19,Son,Single,Male,Adult nurse,None,Catholic
6569,7,Whittaker Manor,Antony,Thomas,9,Son,NA,Male,Student,None,NA
6570,8,Whittaker Manor,Zoe,Willis,38,Head,Single,Female,Social worker,None,None
6571,8,Whittaker Manor,Richard,Fletcher,38,Partner,Single,Male,Energy engineer,None,None
6572,8,Whittaker Manor,Elizabeth,Willis,12,Daughter,NA,Female,Student,None,NA
6573,8,Whittaker Manor,Douglas,Willis,11,Son,NA,Male,Student,None,NA
6574,8,Whittaker Manor,Maria,Willis,7,Daughter,NA,Female,Student,None,NA
6575,9,Whittaker Manor,Nicola,Cooper,35,Head,Married,F,Bonds trader,None,None
6576,9,Whittaker Manor,Damien,Cooper,38,Husband,Married,Male,Bookseller,None,None
6577,9,Whittaker Manor,Bernard,Cooper,9,Son,NA,Male,Student,None,NA
6578,10,Whittaker Manor,Bernard,Wong,80,Head,Married,Male,Retired Radiation protection practitioner,None,Christian
6579,10,Whittaker Manor,Diana,Wong,79,Wife,Married,Female,"Retired Scientist, forensic",None,Christian
6580,10,Whittaker Manor,Peter,Wong,58,Son,Married,Male,Ophthalmologist,None,Christian
6581,10,Whittaker Manor,Julia,Wong,57,Daughter-in-law,Married,Female,Lexicographer,None,Christian
6582,11,Whittaker Manor,Sophie,Gallagher,40,Head,Married,Female,Public librarian,None,Christian
6583,11,Whittaker Manor,Callum,Gallagher,41,Husband,Married,Male,"Runner, broadcasting/film/video",None,Christian
6584,11,Whittaker Manor,Graeme,Gallagher,11,Son,NA,Male,Student,None,NA
6585,12,Whittaker Manor,Harriet,Gilbert,39,Head,Single,Female,Unemployed,None,Christian
6586,12,Whittaker Manor,Michael,Gilbert,10,Son,NA,Male,Student,None,NA
6587,12,Whittaker Manor,Timothy,Gilbert,10,Son,NA,Male,Student,None,NA
6588,12,Whittaker Manor,Leslie,Gilbert,8,Son,NA,Male,Student,None,NA
6589,13,Whittaker Manor,Shirley,Bennett,59,Head,Single,Female,Writer,None,Christian
6590,13,Whittaker Manor,Dean,Bennett-Kirby,60,Partner,Single,Male,Museum education officer,None,None
6591,13,Whittaker Manor,Ellie,Bennett-Kirby,22,Daughter,Divorced,Female,University Student,None,Christian
6592,13,Whittaker Manor,Leonard,Bennett-Kirby,9,Son,NA,Male,Student,None,NA
6593,14,Whittaker Manor,Rosie,Miles,38,Head,Married,Female,Ergonomist,None,None
6594,14,Whittaker Manor,Josh,Miles,42,Husband,Married,Male,Pathologist,None,None
6595,14,Whittaker Manor,David,Miles,4,Son,NA,Male,Child,None,NA
6596,14,Whittaker Manor,Luke,Webster,26,Lodger,Divorced,Male,"Engineer, drilling",None,None
6597,15,Whittaker Manor,Caroline,Henderson,35,Head,Married,Female,"Librarian, academic",None,Christian
6598,15,Whittaker Manor,Nathan,Henderson,37,Husband,Married,Male,Chief Strategy Officer,None,Christian
6599,15,Whittaker Manor,Kerry,Henderson,8,Daughter,NA,Female,Student,None,NA
6600,15,Whittaker Manor,Stephen,Henderson,4,Son,NA,Male,Child,None,NA
6601,16,Whittaker Manor,Jacob,Edwards,24,Head,Single,Male,"Horticulturist, commercial",None,Methodist
6602,16,Whittaker Manor,Josephine,Burns,56,None,Single,Female,Graphic designer,None,None
6603,16,Whittaker Manor,Sandra,Foster,30,None,Single,Female,Chemical engineer,None,Christian
6604,16,Whittaker Manor,Francis,Howarth,58,None,Single,Male,Fine artist,None,None
6605,16,Whittaker Manor,Sylvia,Dean,28,None,Single,Female,Textile designer,None,None
6606,16,Whittaker Manor,Conor,Clarke,30,None,Single,Male,Pathologist,None,None
6607,17,Whittaker Manor,Alexandra,George,49,Head,Married,Female,Film/video editor,None,None
6608,17,Whittaker Manor,Leslie,George,53,Husband,Married,Male,Jewellery designer,None,None
6609,17,Whittaker Manor,Maureen,George,19,Daughter,Single,Female,University Student,None,None
6610,17,Whittaker Manor,Marcus,George,17,Son,NA,male,Student,None,NA
6611,18,Whittaker Manor,Olivia,Matthews,43,Head,Married,Female,Insurance account manager,None,Methodist
6612,18,Whittaker Manor,Jonathan,Matthews,44,Husband,Married,Male,Claims inspector/assessor,None,Methodist
6613,18,Whittaker Manor,Lauren,Matthews,19,Daughter,Divorced,Female,University Student,None,Methodist
6614,18,Whittaker Manor,Gareth,Matthews,16,Son,NA,Male,Student,None,NA
6615,18,Whittaker Manor,Nicole,Matthews,9,Daughter,NA,Female,Student,None,NA
6616,18,Whittaker Manor,Edward,Matthews,5,Son,NA,Male,Student,None,NA
6617,19,Whittaker Manor,Jenna,Khan,64,Head,Single,Female,"Geologist, wellsite",None,Methodist
6618,19,Whittaker Manor,Deborah,Evans,63,None,Single,Female,Insurance account manager,None,Methodist
6619,19,Whittaker Manor,Norman,Farrell,35,None,Single,Male,"Programme researcher, broadcasting/film/video",None,None
6620,19,Whittaker Manor,Simon,Kaur,64,None,Single,Male,Unemployed,None,None
6621,20,Whittaker Manor,Bethan,Stephenson,29,Head,Single,Female,Stage manager,None,None
6622,20,Whittaker Manor,Dale,Rogers,31,Partner,Single,Male,Estate manager/land agent,None,None
6623,20,Whittaker Manor,Leah,Stephenson,5,Daughter,NA,Female,Student,None,NA
6624,20,Whittaker Manor,Abbie,Stephenson,1,Daughter,NA,Female,Child,None,NA
6625,21,Whittaker Manor,Chloe,Barnes,32,Head,Divorced,Female,Chief Marketing Officer,None,Muslim
6626,21,Whittaker Manor,Brenda,Barnes,15,Daughter,NA,Female,Student,None,NA
6627,21,Whittaker Manor,Oliver,Barnes,12,Adopted Son,NA,Male,Student,None,NA
6628,21,Whittaker Manor,Michelle,Barnes,11,Daughter,NA,Female,Student,None,NA
6629,22,Whittaker Manor,Hilary,Smith,64,Head,Single,Female,"Scientist, research (life sciences)",None,Christian
6630,22,Whittaker Manor,Beverley,Thompson,11,Granddaughter,NA,Female,Student,None,NA
6631,22,Whittaker Manor,Charles,Norton,10,Grandson,NA,Male,Student,None,NA
6632,22,Whittaker Manor,Owen,Norton,7,Grandson,NA,Male,Student,None,NA
6633,22,Whittaker Manor,Mandy,McCarthy,5,Granddaughter,NA,Female,Student,None,NA
6634,23,Whittaker Manor,Denise,Garner,52,Head,Widowed,Female,Clinical research associate,None,Catholic
6635,23,Whittaker Manor,Mark,Garner,19,Son,Single,Male,Theatre manager,None,None
6636,23,Whittaker Manor,Trevor,Garner,11,Son,NA,Male,Student,None,NA
6637,23,Whittaker Manor,Norman,Garner,7,Son,NA,Male,Student,None,NA
6638,24,Whittaker Manor,Joanna,Daniels,47,Head,Married,Female,Homeopath,None,None
6639,24,Whittaker Manor,Julian,Daniels,45,Husband,Married,Male,Primary school teacher,None,None
6640,24,Whittaker Manor,Aimee,Daniels,19,Daughter,Single,Female,University Student,None,None
6641,24,Whittaker Manor,Lynda,Daniels,17,Daughter,NA,Female,Student,None,NA
6642,25,Whittaker Manor,Pamela,Randall,28,Head,Divorced,Female,Unemployed,None,None
6643,25,Whittaker Manor,Donald,Hughes,33,Sibling,Single,Male,Tax inspector,None,None
6644,25,Whittaker Manor,Julie,Owen,57,Lodger,Single,Female,Recruitment consultant,None,None
6645,25,Whittaker Manor,Maurice,Cross,42,Lodger,Single,Male,Actuary,None,Christian
6646,26,Whittaker Manor,Jodie,Thomson,39,Head,Married,Female,Training and development officer,None,Catholic
6647,26,Whittaker Manor,Philip,Thomson,41,Husband,Married,Male,Computer games developer,None,None
6648,26,Whittaker Manor,Marie,Thomson,15,Daughter,NA,Female,Student,None,NA
6649,26,Whittaker Manor,Marion,Thomson,13,Daughter,NA,Female,Student,None,NA
6650,27,Whittaker Manor,Vincent,Patel,41,Head,Single,Male,Health and safety adviser,None,Catholic
6651,27,Whittaker Manor,Ronald,Baker,45,Partner,Single,Male,"Engineer, site",None,Catholic
6652,27,Whittaker Manor,Garry,Patel,13,Son,NA,Male,Student,None,NA
6653,27,Whittaker Manor,Lorraine,Patel,10,Daughter,NA,Female,Student,None,NA
6654,28,Whittaker Manor,Deborah,Franklin,56,Head,Divorced,Female,Charity officer,None,Christian
6655,28,Whittaker Manor,Wendy,Franklin,27,Daughter,Single,Female,Chief of Staff,None,None
6656,28,Whittaker Manor,Marion,Franklin,25,Daughter,Single,Female,"Therapist, nutritional",None,Christian
6657,28,Whittaker Manor,Ronald,Franklin,23,Son,Single,Male,Estate agent,None,None
6658,29,Whittaker Manor,Molly,White,36,Head,Married,Female,Dancer,None,None
6659,29,Whittaker Manor,Billy,White,38,Husband,Married,Male,Mechanical engineer,None,None
6660,29,Whittaker Manor,Terence,White,15,Son,NA,Male,Student,None,NA
6661,29,Whittaker Manor,Sandra,White,12,Daughter,NA,Female,Student,None,NA
6662,30,Whittaker Manor,Shaun,Adams,40,Head,Married,Male,Art gallery manager,None,Catholic
6663,30,Whittaker Manor,Rachael,Adams,42,Wife,Married,Female,Therapeutic radiographer,None,Catholic
6664,30,Whittaker Manor,Amber,Adams,16,Daughter,NA,Female,Student,None,NA
6665,30,Whittaker Manor,Kevin,Adams,13,Son,NA,Male,Student,None,NA
6666,31,Whittaker Manor,Gerard,Brown,39,Head,Married,Male,"Designer, blown glass/stained glass",None,Catholic
6667,31,Whittaker Manor,Kathleen,Brown,38,Wife,Married,Female,"Psychologist, clinical",None,Catholic
6668,31,Whittaker Manor,Deborah,Brown,6,Daughter,NA,Female,Student,None,NA
6669,31,Whittaker Manor,Gregory,Brown,2,Son,NA,Male,Child,None,NA
6670,1,Truro Walks,Vanessa,Harvey,38,Head,Married,Female,Broadcast engineer,None,Sikh
6671,1,Truro Walks,Reece,Harvey,42,Husband,Married,Male,Theatre director,None,Sikh
6672,1,Truro Walks,Tom,Harvey,17,Son,NA,Male,Student,None,NA
6673,1,Truro Walks,Gareth,Harvey,16,Son,NA,Male,Student,None,NA
6674,2,Truro Walks,Kayleigh,Phillips,80,Head,Married,Female,Retired Lawyer,None,Christian
6675,2,Truro Walks,Adrian,Phillips,83,Husband,Married,Male,"Retired Sound technician, broadcasting/film/video",None,Christian
6676,3,Truro Walks,Leigh,Ali,64,Head,Married,Male,Economist,None,None
6677,3,Truro Walks,Maria,Ali,62,Wife,Married,Female,Oncologist,None,None
6678,3,Truro Walks,Clive,Baker,6,Grandson,NA,Male,Student,None,NA
6679,3,Truro Walks,Kim,Graham,2,Granddaughter,NA,Female,Child,None,NA
6680,4,Truro Walks,Gillian,Adams,38,Head,Married,female,Recycling officer,None,None
6681,4,Truro Walks,Stanley,Adams,39,Husband,Married,Male,Unemployed,None,None
6682,4,Truro Walks,Debra,Adams,19,Daughter,Single,Female,University Student,Deaf,None
6683,4,Truro Walks,Sian,Adams,15,Daughter,NA,F,Student,None,NA
6684,5,Truro Walks,Eileen,Horton,67,Head,Married,Female,"Lighting technician, broadcasting/film/video",None,Christian
6685,5,Truro Walks,Leslie,Horton,72,Husband,Married,Male,Retired Homeopath,None,Christian
6686,5,Truro Walks,Shirley,Horton,44,Daughter,Divorced,Female,Production manager,None,None
6687,5,Truro Walks,Maria,Horton,41,Daughter,Single,Female,IT technical support officer,None,Christian
6688,5,Truro Walks,Frank,Horton,38,Son,Single,Male,Quality manager,None,Christian
6689,5,Truro Walks,Charlene,Horton,37,Daughter,Single,Female,Analytical chemist,None,None
6690,6,Truro Walks,Katy,Butcher,29,Head,Single,Female,Unemployed,None,Christian
6691,6,Truro Walks,Lisa,Davies,29,Visitor,Divorced,Female,Curator,None,Catholic
6692,6,Truro Walks,Megan,Wilson,58,Lodger,Single,female,Corporate treasurer,None,Christian
6693,6,Truro Walks,Marion,Jackson,58,Cousin,Single,Female,"Designer, furniture",None,Christian
6694,6,Truro Walks,Julian,Cook,28,Lodger,Single,Male,Teaching laboratory technician,None,Christian
6695,7,Truro Walks,Eleanor,Thompson,48,Head,Divorced,Female,Publishing rights manager,None,Christian
6696,7,Truro Walks,Robert,Thompson,12,Son,NA,Male,Student,None,NA
